Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Review category,Status,Hydrants pill,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Fallback address when grey
160,CORO STREETS-27,CORO STREETS,CURRAWONG CRESCENT,CORMANDEL VALLEY,CURRAWONG CRESCENT,CORMANDEL VALLEY,CURRAWONG CRESCENT|CORMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 CURRAWONG CRESCENT, CORMANDEL VALLEY SA | 2 CURRAWONG CRESCENT, CORMANDEL VALLEY SA | CURRAWONG CRESCENT, CORMANDEL VALLEY SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
162,CORO STREETS-28,CORO STREETS,DAINA COURT,CORMANDEL VALLEY,DAINA COURT,CORMANDEL VALLEY,DAINA COURT|CORMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 DAINA COURT, CORMANDEL VALLEY SA | 2 DAINA COURT, CORMANDEL VALLEY SA | DAINA COURT, CORMANDEL VALLEY SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned street does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
163,BLACKWOOD PARK-18,BLACKWOOD PARK,DAIRY COURT,CRAIGBURN PARK,DAIRY COURT,CRAIGBURN PARK,DAIRY COURT|CRAIGBURN PARK,No,Failed,Failed,Grey fallback,"1 DAIRY COURT, CRAIGBURN PARK SA | 2 DAIRY COURT, CRAIGBURN PARK SA | DAIRY COURT, CRAIGBURN PARK SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
166,CORO STREETS-29,CORO STREETS,DAVID STREET,CORMANDEL VALLEY,DAVID STREET,CORMANDEL VALLEY,DAVID STREET|CORMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 DAVID STREET, CORMANDEL VALLEY SA | 2 DAVID STREET, CORMANDEL VALLEY SA | DAVID STREET, CORMANDEL VALLEY SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
167,BLACKWOOD PARK-19,BLACKWOOD PARK,DAWBINEY AVENUE,CRAIGBURN PARK,DAWBINEY AVENUE,CRAIGBURN PARK,DAWBINEY AVENUE|CRAIGBURN PARK,No,Failed,Failed,Grey fallback,"1 DAWBINEY AVENUE, CRAIGBURN PARK SA | 2 DAWBINEY AVENUE, CRAIGBURN PARK SA | DAWBINEY AVENUE, CRAIGBURN PARK SA",,,,,,No,No. 1: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
171,BLACKWOOD MAIN-116,BLACKWOOD MAIN,DEPINDO ROAD,EDEN HILLS,DEPINDO ROAD,EDEN HILLS,DEPINDO ROAD|EDEN HILLS,No,Failed,Failed,Grey fallback,"1 DEPINDO ROAD, EDEN HILLS SA | 2 DEPINDO ROAD, EDEN HILLS SA | DEPINDO ROAD, EDEN HILLS SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
172,CORO STREETS-30,CORO STREETS,DEVON DRIVE,CORMANDEL VALLEY,DEVON DRIVE,CORMANDEL VALLEY,DEVON DRIVE|CORMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 DEVON DRIVE, CORMANDEL VALLEY SA | 2 DEVON DRIVE, CORMANDEL VALLEY SA | DEVON DRIVE, CORMANDEL VALLEY SA",,,,,,No,No. 1: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
175,BLACKWOOD MAIN-119,BLACKWOOD MAIN,DIANELLA COURT,PASADENA,DIANELLA COURT,PASADENA,DIANELLA COURT|PASADENA,No,Failed,Failed,Grey fallback,"1 DIANELLA COURT, PASADENA SA | 2 DIANELLA COURT, PASADENA SA | DIANELLA COURT, PASADENA SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
176,CORO STREETS-31,CORO STREETS,DIOSMA DRIVE,CORMANDEL VALLEY,DIOSMA DRIVE,CORMANDEL VALLEY,DIOSMA DRIVE|CORMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 DIOSMA DRIVE, CORMANDEL VALLEY SA | 2 DIOSMA DRIVE, CORMANDEL VALLEY SA | DIOSMA DRIVE, CORMANDEL VALLEY SA",,,,,,No,No. 1: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
179,BLACKWOOD MAIN-122,BLACKWOOD MAIN,DORHAM ROAD,BLACKWOOD,DORHAM ROAD,BLACKWOOD,DORHAM ROAD|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 DORHAM ROAD, BLACKWOOD SA | 2 DORHAM ROAD, BLACKWOOD SA | DORHAM ROAD, BLACKWOOD SA",,,,,,No,street-only: 8 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
180,BLACKWOOD PARK-20,BLACKWOOD PARK,DOROTHY LANE,CRAIGBURN FARM,DOROTHY LANE,CRAIGBURN FARM,DOROTHY LANE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Grey fallback,"1 DOROTHY LANE, CRAIGBURN FARM SA | 2 DOROTHY LANE, CRAIGBURN FARM SA | DOROTHY LANE, CRAIGBURN FARM SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
181,CORO EAST & CHERRY-8,CORO EAST & CHERRY,DORSET VALE ROAD,CHERRY GARDENS · DORSET VALE,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
184,CORO STREETS-32,CORO STREETS,DRISCOLL ROAD,CORMANDEL VALLEY/EAST,DRISCOLL ROAD,CORMANDEL VALLEY/EAST,DRISCOLL ROAD|CORMANDEL VALLEY EAST,No,Failed,Failed,Grey fallback,"1 DRISCOLL ROAD, CORMANDEL VALLEY/EAST SA | 2 DRISCOLL ROAD, CORMANDEL VALLEY/EAST SA | DRISCOLL ROAD, CORMANDEL VALLEY/EAST SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
185,BLACKWOOD MAIN-125,BLACKWOOD MAIN,DRYANDRA DRIVE,BELAIR,DRYANDRA DRIVE,BELAIR,DRYANDRA DRIVE|BELAIR,No,Ambiguous,Ambiguous,Grey fallback,"1 DRYANDRA DRIVE, BELAIR SA | 2 DRYANDRA DRIVE, BELAIR SA | DRYANDRA DRIVE, BELAIR SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
187,BLACKWOOD MAIN-126,BLACKWOOD MAIN,DUNN AVENUE,GLENALTA,DUNN AVENUE,GLENALTA,DUNN AVENUE|GLENALTA,No,Ambiguous,Ambiguous,Grey fallback,"1 DUNN AVENUE, GLENALTA SA | 2 DUNN AVENUE, GLENALTA SA | DUNN AVENUE, GLENALTA SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
189,BLACKWOOD MAIN-127,BLACKWOOD MAIN,EAGLE ROAD,EAGLE ON THE HILL · LEAWOOD GARDENS,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
193,BLACKWOOD MAIN-130,BLACKWOOD MAIN,EDEN ROAD,EDEN HILLS,EDEN ROAD,EDEN HILLS,EDEN ROAD|EDEN HILLS,No,Failed,Failed,Grey fallback,"1 EDEN ROAD, EDEN HILLS SA | 2 EDEN ROAD, EDEN HILLS SA | EDEN ROAD, EDEN HILLS SA",,,,,,No,street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
195,BLACKWOOD MAIN-132,BLACKWOOD MAIN,EDGECUMBE PARADE,BLACKWOOD · HAWTHORNDENE,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
196,CORO EAST & CHERRY-9,CORO EAST & CHERRY,EDIALTA ROAD,CHERRY GARDENS,EDIALTA ROAD,CHERRY GARDENS,EDIALTA ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 EDIALTA ROAD, CHERRY GARDENS SA | 2 EDIALTA ROAD, CHERRY GARDENS SA | EDIALTA ROAD, CHERRY GARDENS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
203,BLACKWOOD MAIN-139,BLACKWOOD MAIN,EMMETT ROAD,BROWNHILL CREEK · CRAFERS WEST,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
210,CORO STREETS-34,CORO STREETS,EWERS AVENUE,CORMANDEL VALLEY,EWERS AVENUE,CORMANDEL VALLEY,EWERS AVENUE|CORMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 EWERS AVENUE, CORMANDEL VALLEY SA | 2 EWERS AVENUE, CORMANDEL VALLEY SA | EWERS AVENUE, CORMANDEL VALLEY SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
218,BLACKWOOD MAIN-151,BLACKWOOD MAIN,FIVEASH DRIVE,PASADENA,FIVEASH DRIVE,PASADENA,FIVEASH DRIVE|PASADENA,No,Ambiguous,Ambiguous,Grey fallback,"1 FIVEASH DRIVE, PASADENA SA | 2 FIVEASH DRIVE, PASADENA SA | FIVEASH DRIVE, PASADENA SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
219,CORO STREETS-35,CORO STREETS,FLAMINGO CRESCENT,CORMANDEL VALLEY,FLAMINGO CRESCENT,CORMANDEL VALLEY,FLAMINGO CRESCENT|CORMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 FLAMINGO CRESCENT, CORMANDEL VALLEY SA | 2 FLAMINGO CRESCENT, CORMANDEL VALLEY SA | FLAMINGO CRESCENT, CORMANDEL VALLEY SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
221,BLACKWOOD MAIN-153,BLACKWOOD MAIN,FOOTS HILL ROAD,HAWTHORNDENE,FOOTS HILL ROAD,HAWTHORNDENE,FOOTS HILL ROAD|HAWTHORNDENE,No,Failed,Failed,Grey fallback,"1 FOOTS HILL ROAD, HAWTHORNDENE SA | 2 FOOTS HILL ROAD, HAWTHORNDENE SA | FOOTS HILL ROAD, HAWTHORNDENE SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
222,CORO EAST & CHERRY-10,CORO EAST & CHERRY,FOOTT LANE,COROMANDEL EAST,FOOTT LANE,COROMANDEL EAST,FOOTT LANE|COROMANDEL EAST,No,Ambiguous,Ambiguous,Grey fallback,"1 FOOTT LANE, COROMANDEL EAST SA | 2 FOOTT LANE, COROMANDEL EAST SA | FOOTT LANE, COROMANDEL EAST SA",,,,,,No,street-only: 6 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
224,BLACKWOOD MAIN-155,BLACKWOOD MAIN,FOREST AVENUE,HAWTHORNDENE,FOREST AVENUE,HAWTHORNDENE,FOREST AVENUE|HAWTHORNDENE,No,Ambiguous,Ambiguous,Grey fallback,"1 FOREST AVENUE, HAWTHORNDENE SA | 2 FOREST AVENUE, HAWTHORNDENE SA | FOREST AVENUE, HAWTHORNDENE SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
226,BLACKWOOD MAIN-157,BLACKWOOD MAIN,FRANCIS STREET,BELAIR,FRANCIS STREET,BELAIR,FRANCIS STREET|BELAIR,No,Ambiguous,Ambiguous,Grey fallback,"1 FRANCIS STREET, BELAIR SA | 2 FRANCIS STREET, BELAIR SA | FRANCIS STREET, BELAIR SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
227,CORO EAST & CHERRY-11,CORO EAST & CHERRY,FRITH ROAD,CHERRY GARDENS,FRITH ROAD,CHERRY GARDENS,FRITH ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 FRITH ROAD, CHERRY GARDENS SA | 2 FRITH ROAD, CHERRY GARDENS SA | FRITH ROAD, CHERRY GARDENS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
228,BLACKWOOD MAIN-158,BLACKWOOD MAIN,FULLARTON ROAD,MITCHAM,FULLARTON ROAD,MITCHAM,FULLARTON ROAD|MITCHAM,No,Ambiguous,Ambiguous,Grey fallback,"1 FULLARTON ROAD, MITCHAM SA | 2 FULLARTON ROAD, MITCHAM SA | FULLARTON ROAD, MITCHAM SA",,,,,,No,street-only: 8 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
233,BLACKWOOD MAIN-163,BLACKWOOD MAIN,GARNET AVENUE,BLACKWOOD,GARNET AVENUE,BLACKWOOD,GARNET AVENUE|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 GARNET AVENUE, BLACKWOOD SA | 2 GARNET AVENUE, BLACKWOOD SA | GARNET AVENUE, BLACKWOOD SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
235,BLACKWOOD PARK-26,BLACKWOOD PARK,GARTRELL LANE,CRAIGBURN FARM,GARTRELL LANE,CRAIGBURN FARM,GARTRELL LANE|CRAIGBURN FARM,No,Failed,Failed,Grey fallback,"1 GARTRELL LANE, CRAIGBURN FARM SA | 2 GARTRELL LANE, CRAIGBURN FARM SA | GARTRELL LANE, CRAIGBURN FARM SA",,,,,,No,No. 1: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
237,BLACKWOOD MAIN-165,BLACKWOOD MAIN,GLADSTONE ROAD,BLACKWOOD,GLADSTONE ROAD,BLACKWOOD,GLADSTONE ROAD|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 GLADSTONE ROAD, BLACKWOOD SA | 2 GLADSTONE ROAD, BLACKWOOD SA | GLADSTONE ROAD, BLACKWOOD SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
244,BLACKWOOD MAIN-171,BLACKWOOD MAIN,GLENGARRY AVENUE,GLENALTA,GLENGARRY AVENUE,GLENALTA,GLENGARRY AVENUE|GLENALTA,No,Ambiguous,Ambiguous,Grey fallback,"1 GLENGARRY AVENUE, GLENALTA SA | 2 GLENGARRY AVENUE, GLENALTA SA | GLENGARRY AVENUE, GLENALTA SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
246,BLACKWOOD MAIN-173,BLACKWOOD MAIN,GLENGYLE AVENUE,BLACKWOOD,GLENGYLE AVENUE,BLACKWOOD,GLENGYLE AVENUE|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 GLENGYLE AVENUE, BLACKWOOD SA | 2 GLENGYLE AVENUE, BLACKWOOD SA | GLENGYLE AVENUE, BLACKWOOD SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
248,BLACKWOOD MAIN-175,BLACKWOOD MAIN,GLOUCESTER AVENUE,BELAIR · BLACKWOOD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
252,BLACKWOOD MAIN-178,BLACKWOOD MAIN,GOOCH ROAD,BELAIR NATIONAL PARK,GOOCH ROAD,BELAIR NATIONAL PARK,GOOCH ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Grey fallback,"1 GOOCH ROAD, BELAIR NATIONAL PARK SA | 2 GOOCH ROAD, BELAIR NATIONAL PARK SA | GOOCH ROAD, BELAIR NATIONAL PARK SA",,,,,,No,street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
259,BLACKWOOD MAIN-183,BLACKWOOD MAIN,GOVERNMENT ROAD,SPRINGFIELD,GOVERNMENT ROAD,SPRINGFIELD,GOVERNMENT ROAD|SPRINGFIELD,No,Failed,Failed,Grey fallback,"1 GOVERNMENT ROAD, SPRINGFIELD SA | 2 GOVERNMENT ROAD, SPRINGFIELD SA | GOVERNMENT ROAD, SPRINGFIELD SA",,,,,,No,No. 1: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
261,BLACKWOOD MAIN-184,BLACKWOOD MAIN,GRASKE GROVE,EDEN HILLS,GRASKE GROVE,EDEN HILLS,GRASKE GROVE|EDEN HILLS,No,Failed,Failed,Grey fallback,"1 GRASKE GROVE, EDEN HILLS SA | 2 GRASKE GROVE, EDEN HILLS SA | GRASKE GROVE, EDEN HILLS SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
263,CORO STREETS-39,CORO STREETS,GRASSMERE CLOSE,COROMANDLE VALLEY,GRASSMERE CLOSE,COROMANDLE VALLEY,GRASSMERE CLOSE|COROMANDLE VALLEY,No,Failed,Failed,Grey fallback,"1 GRASSMERE CLOSE, COROMANDLE VALLEY SA | 2 GRASSMERE CLOSE, COROMANDLE VALLEY SA | GRASSMERE CLOSE, COROMANDLE VALLEY SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
264,BLACKWOOD MAIN-185,BLACKWOOD MAIN,GRATTON STREET,BELAIR · BLACKWOOD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
270,BLACKWOOD MAIN-189,BLACKWOOD MAIN,GREVILLEA WAY,BELAIR · BLACKWOOD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
273,BLACKWOOD MAIN-192,BLACKWOOD MAIN,GUM GROVE,BELAIR · BLACKWOOD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
274,BLACKWOOD MAIN-193,BLACKWOOD MAIN,GUM ROAD,HAWTHORNDENE,GUM ROAD,HAWTHORNDENE,GUM ROAD|HAWTHORNDENE,No,Failed,Failed,Grey fallback,"1 GUM ROAD, HAWTHORNDENE SA | 2 GUM ROAD, HAWTHORNDENE SA | GUM ROAD, HAWTHORNDENE SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
277,BLACKWOOD MAIN-194,BLACKWOOD MAIN,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Grey fallback,"1 HAKEA COURT, COROMANDEL VALLEY SA | 2 HAKEA COURT, COROMANDEL VALLEY SA | HAKEA COURT, COROMANDEL VALLEY SA",,,,,,No,street-only: 2 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
278,CORO STREETS-42,CORO STREETS,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT,COROMANDEL VALLEY,HAKEA COURT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Grey fallback,"1 HAKEA COURT, COROMANDEL VALLEY SA | 2 HAKEA COURT, COROMANDEL VALLEY SA | HAKEA COURT, COROMANDEL VALLEY SA",,,,,,No,street-only: 2 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
