Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
471,BLACKWOOD MAIN-333,BLACKWOOD MAIN,PINES OVAL ROAD,BELAIR NATIONAL PARK,PINES OVAL ROAD,BELAIR NATIONAL PARK,PINES OVAL ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,55,-35.0076162646897,138.6497405220847,No,Internal park road beyond Playford Lake; use the reviewed official park-road starting point.,,
472,BLACKWOOD MAIN-334,BLACKWOOD MAIN,PITT STREET,EDEN HILLS,PITT STREET,EDEN HILLS,PITT STREET|EDEN HILLS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,SHAFTSBURY STREET|EDEN HILLS,"1 SHAFTSBURY STREET, EDEN HILLS SA","1 SHAFTSBURY STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.02867770388989,138.6042605643363,No,Directions place Pitt Street as the first right from Shaftsbury Street.,,
475,BLACKWOOD MAIN-337,BLACKWOOD MAIN,PLYMOUTH AVENUE,BLACKWOOD/CORO VALLEY,PLYMOUTH AVENUE,BLACKWOOD/CORO VALLEY,PLYMOUTH AVENUE|BLACKWOOD CORO VALLEY,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,BORONIA AVENUE|COROMANDEL VALLEY,"1 BORONIA AVENUE, COROMANDEL VALLEY SA","1 BORONIA AVENUE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0384349717624,138.62090952191232,No,Directions place Plymouth Avenue off Coromandel Parade in the Boronia Avenue/Coromandel Valley section.,,
477,BLACKWOOD MAIN-338,BLACKWOOD MAIN,POLE ROAD,IRONBANK · UPPER STURT,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,RANKEYS HILL ROAD|HAWTHORNDENE,"1 RANKEYS HILL ROAD, HAWTHORNDENE SA","1 RANKEYS HILL ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01678045803144,138.6385845304462,No,The Directions entry spans multiple locality fields. A reviewed official approach point (RANKEYS HILL ROAD|HAWTHORNDENE) was selected without merging it with other same-name street records.,,
482,CORO STREETS-78,CORO STREETS,PRIVATE ROAD,Now WILDHEATH ROAD · COROMANDEL VALLEY,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,WILDHEATH ROAD|CORO EAST,"WILDHEATH ROAD, CORO EAST SA","10 WILDHEATH RISE, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,82.07,-35.03857888216895,138.63170636013822,No,The Directions entry spans multiple locality fields. A reviewed official approach point (WILDHEATH ROAD|CORO EAST) was selected without merging it with other same-name street records.,,
504,BLACKWOOD MAIN-359,BLACKWOOD MAIN,RING ROAD,BEDFORD PARK,RING ROAD,BEDFORD PARK,RING ROAD|BEDFORD PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,UNIVERSITY WAY|BELLEVUE HEIGHTS,"2 UNIVERSITY WAY, BELLEVUE HEIGHTS SA","2 UNIVERSITY WAY, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.030199703195606,138.58586244603407,No,Ring Road is an internal Bedford Park/Flinders access road; use the official University Way approach point.,,
525,CORO EAST & CHERRY-23,CORO EAST & CHERRY,SCOTT CREEK ROAD,CHERRY GARDENS · SCOTT CREEK,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,CHERRY GARDENS ROAD|CHERRY GARDENS,"CHERRY GARDENS ROAD, CHERRY GARDENS SA","11 CHERRY GARDENS ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,100,-35.07102578695614,138.62775175909036,No,The Directions entry spans multiple locality fields. A reviewed official approach point (CHERRY GARDENS ROAD|CHERRY GARDENS) was selected without merging it with other same-name street records.,,
526,CORO EAST & CHERRY-24,CORO EAST & CHERRY,SCOTT CREEK ROAD,IRONBANK · LONGWOOD · HEALTHFIELD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,The Directions entry spans multiple locality fields. A reviewed official approach point (ACKLAND HILL ROAD|COROMANDEL VALLEY) was selected without merging it with other same-name street records.,,
540,BLACKWOOD MAIN-385,BLACKWOOD MAIN,SHEPHERDS HILL ROAD,BLACKWOOD · EDEN HILLS,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GULFVIEW ROAD|BLACKWOOD,"2 GULFVIEW ROAD, BLACKWOOD SA","2 GULFVIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.014752726604875,138.6171674955688,No,The Directions entry spans multiple locality fields. A reviewed official approach point (GULFVIEW ROAD|BLACKWOOD) was selected without merging it with other same-name street records.,,
564,CORO EAST & CHERRY-26,CORO EAST & CHERRY,STAR & ARROW ROAD,CORO EAST · CHERRY GARDENS,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,The Directions entry spans multiple locality fields. A reviewed official approach point (ACKLAND HILL ROAD|COROMANDEL VALLEY) was selected without merging it with other same-name street records.,,
568,CORO STREETS-94,CORO STREETS,STIRLING AVENUE,COROMANDEL VALLEY,STIRLING AVENUE,COROMANDEL VALLEY,STIRLING AVENUE|COROMANDEL VALLEY,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,LOTUS DRIVE|ABERFOYLE PARK,"1 LOTUS DRIVE, ABERFOYLE PARK SA","1 LOTUS DRIVE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",Reviewed Directions route vicinity anchor,100,-35.058782373420165,138.61537759876956,No,Directions place Stirling Avenue as the first right from Lotus Drive.,,
571,CORO EAST & CHERRY-27,CORO EAST & CHERRY,STURT CLOSE,IRON BANK,STURT CLOSE,IRON BANK,STURT CLOSE|IRON BANK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,Directions place Sturt Close as the fourth left from Ackland Hill Road before the golf course.,,
592,BLACKWOOD MAIN-418,BLACKWOOD MAIN,THE RIVIERA,PASADENA,THE RIVIERA,PASADENA,THE RIVIERA|PASADENA,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GULFVIEW ROAD|BLACKWOOD,"2 GULFVIEW ROAD, BLACKWOOD SA","2 GULFVIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.014752726604875,138.6171674955688,No,Directions reach The Riviera from the Gulfview/Grevillea/Gloucester extension; use the official Gulfview Road approach point.,,
593,BLACKWOOD MAIN-419,BLACKWOOD MAIN,THE VALLEY ROAD,BELAIR NATIONAL PARK,THE VALLEY ROAD,BELAIR NATIONAL PARK,THE VALLEY ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,55,-35.0076162646897,138.6497405220847,No,Internal park road leading toward Long Gully; use the reviewed official park-road starting point.,,
600,BLACKWOOD MAIN-421,BLACKWOOD MAIN,TILLEYS HILL ROAD,BROWNHILL CREEK · MITCHAM,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,JAMES ROAD|BELAIR,"2 JAMES ROAD, BELAIR SA","2 JAMES ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.99664545319125,138.6307084152919,No,The Directions entry spans multiple locality fields. A reviewed official approach point (JAMES ROAD|BELAIR) was selected without merging it with other same-name street records.,,
614,BLACKWOOD MAIN-433,BLACKWOOD MAIN,UPPER STURT ROAD HAWTHORNDENE,,UPPER STURT ROAD,HAWTHORNDENE,UPPER STURT ROAD|HAWTHORNDENE,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,RANKEYS HILL ROAD|HAWTHORNDENE,"1 RANKEYS HILL ROAD, HAWTHORNDENE SA","1 RANKEYS HILL ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01678045803144,138.6385845304462,No,The explicit 192 Upper Sturt Road lookup did not return an exact official candidate; Rankeys Hill Road is the final confirmed approach in the Directions entry and is close to the requested section.,,
622,CORO EAST & CHERRY-29,CORO EAST & CHERRY,VICKS ROAD,CHERRY GARDENS · IRON BANK,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,CHERRY GARDENS ROAD|CHERRY GARDENS,"CHERRY GARDENS ROAD, CHERRY GARDENS SA","11 CHERRY GARDENS ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,100,-35.07102578695614,138.62775175909036,No,The Directions entry spans multiple locality fields. A reviewed official approach point (CHERRY GARDENS ROAD|CHERRY GARDENS) was selected without merging it with other same-name street records.,,
624,BLACKWOOD MAIN-439,BLACKWOOD MAIN,VINE STREET,HAWTHORNDENE,VINE STREET,HAWTHORNDENE,VINE STREET|HAWTHORNDENE,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,HAWTHORNDENE DRIVE|HAWTHORNDENE,"HAWTHORNDENE DRIVE, HAWTHORNDENE SA","8 HAWTHORNDENE DRIVE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01740448486227,138.6215732174955,No,Directions place Vine Street as the second right from Hawthorndene Drive.,,
645,CORO STREETS-105,CORO STREETS,WILDHEATH ROAD,Formerly PRIVATE ROAD · COROMANDEL VALLEY,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,WILDHEATH ROAD|CORO EAST,"WILDHEATH ROAD, CORO EAST SA","10 WILDHEATH RISE, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,82.07,-35.03857888216895,138.63170636013822,No,The Directions entry spans multiple locality fields. A reviewed official approach point (WILDHEATH ROAD|CORO EAST) was selected without merging it with other same-name street records.,,
661,BLACKWOOD MAIN-463,BLACKWOOD MAIN,WONNA STREET,EDEN HILLS,WONNA STREET,EDEN HILLS,WONNA STREET|EDEN HILLS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,WILPENA STREET|EDEN HILLS,"1 WILPENA STREET, EDEN HILLS SA","1 WILPENA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.02198578104262,138.60785690140546,No,Directions place Wonna Street directly from Wilpena Street after Kooringa Street.,,
